"GlobalID"	"hafasID"	"Langname"	"Kurzname"	"Mast"	"Gleis/Steig"	"Geopos(Lat)"	"Geopos(Long)"	"Tarifzone"	"Barrierefreiheit"	"Linien"
"de:08222:2450"	"2450"	"Otto-Beck-Straße"	"OFOB"	"245012"	"B"	49.4805819	8.48422	"94"	"Rampe"	"60-60,60-E,62-62,63-63,63-63E,63-E,64-64,64-E"
"de:08222:2450"	"2450"	"Otto-Beck-Straße"	"OFOB"	"245013"	"C"	49.481335	8.4842911	"94"	"Rampe"	"60-60,60-E,62-62,63-63,63-63E,63-E,64-64,64-E"
"de:08222:2450"	"2450"	"Otto-Beck-Straße"	"OFOB"	"245014"	"D"	49.4810661	8.4842289	"94"	"Keine"	"60-60,60-E,62-62,63-63,63-63E,63-E,64-64,64-E"
"de:08222:2450"	"2450"	"Otto-Beck-Straße"	"OFOB"	"245041"	"V1"	49.4811831	8.4834561	"94"	"Keine"	"60-60,60-E,62-62,63-63,63-63E,63-E,64-64,64-E"
"de:08222:2450"	"2450"	"Otto-Beck-Straße"	"OFOB"	"245042"	"V2"	49.4808561	8.4832489	"94"	"Keine"	"60-60,60-E,62-62,63-63,63-63E,63-E,64-64,64-E"
"de:08222:2451"	"2451"	"Paradeplatz"	"MIPA"	"245113"	"C1"	49.4879469	8.4658039	"94"	"Keine"	"1-1,1-E,106-6,106-E,107-7,107-E,14-5A,14-E,15-15,15-E,2-2,2-E,285-E,290-%,290-E,291-&,292-E,3-3,3-E,4-4,4-4A,4-E,5-5,5-E,501-1,6-6,6-6A,6-E,7-7,7-7A,7-E,8-E"
"de:08222:2451"	"2451"	"Paradeplatz"	"MIPA"	"245121"	"A"	49.4876781	8.4662261	"94"	"Rampe"	"1-1,1-E,106-6,106-E,107-7,107-E,14-5A,14-E,15-15,15-E,2-2,2-E,285-E,290-%,290-E,291-&,292-E,3-3,3-E,4-4,4-4A,4-E,5-5,5-E,501-1,6-6,6-6A,6-E,7-7,7-7A,7-E,8-E"
"de:08222:2451"	"2451"	"Paradeplatz"	"MIPA"	"245122"	"B"	49.4871181	8.465535	"94"	"Rampe"	"1-1,1-E,106-6,106-E,107-7,107-E,14-5A,14-E,15-15,15-E,2-2,2-E,285-E,290-%,290-E,291-&,292-E,3-3,3-E,4-4,4-4A,4-E,5-5,5-E,501-1,6-6,6-6A,6-E,7-7,7-7A,7-E,8-E"
"de:08222:2451"	"2451"	"Paradeplatz"	"MIPA"	"245123"	"C"	49.4875969	8.46664	"94"	"Ebenerdig"	"1-1,1-E,106-6,106-E,107-7,107-E,14-5A,14-E,15-15,15-E,2-2,2-E,285-E,290-%,290-E,291-&,292-E,3-3,3-E,4-4,4-4A,4-E,5-5,5-E,501-1,6-6,6-6A,6-E,7-7,7-7A,7-E,8-E"
"de:08222:2451"	"2451"	"Paradeplatz"	"MIPA"	"245124"	"D"	49.4872231	8.4675019	"94"	"Ebenerdig"	"1-1,1-E,106-6,106-E,107-7,107-E,14-5A,14-E,15-15,15-E,2-2,2-E,285-E,290-%,290-E,291-&,292-E,3-3,3-E,4-4,4-4A,4-E,5-5,5-E,501-1,6-6,6-6A,6-E,7-7,7-7A,7-E,8-E"
"de:08222:2452"	"2452"	"Pestalozzischule"	"OFPE"	"245221"	"A"	49.478615	8.4824231	"94"	"Rampe"	"1-E,106-6,14-E,15-E,2-E,250-E,251-BL,251-E,285-E,290-%,290-E,291-&,291-E,292-E,3-E,4-E,506-6,506-6A,509-9,6-6,6-6A,6-E,7-E,8-E,9-9,9-E"
"de:08222:2452"	"2452"	"Pestalozzischule"	"OFPE"	"245222"	"B"	49.4787611	8.482135	"94"	"Rampe"	"1-E,106-6,14-E,15-E,2-E,250-E,251-BL,251-E,285-E,290-%,290-E,291-&,291-E,292-E,3-E,4-E,506-6,506-6A,509-9,6-6,6-6A,6-E,7-E,8-E,9-9,9-E"
"de:08222:2453"	"2453"	"Planetarium"	"OFPL"	"245301"	"A"	49.4766189	8.489475	"94"	"Ebenerdig"	"106-6,106-E,107-E,109-9,109-E,251-BL,251-E,285-E,290-%,290-E,291-&,291-E,292-E,506-6,506-6A,509-9,6-6,6-6A,6-E,9-9,9-E"
"de:08222:2453"	"2453"	"Planetarium"	"OFPL"	"245302"	"B"	49.4766711	8.4902919	"94"	"Ebenerdig"	"106-6,106-E,107-E,109-9,109-E,251-BL,251-E,285-E,290-%,290-E,291-&,291-E,292-E,506-6,506-6A,509-9,6-6,6-6A,6-E,9-9,9-E"
"de:08222:2453"	"2453"	"Planetarium"	"OFPL"	"245311"	"C"	49.4765139	8.4889719	"94"	"Keine"	"106-6,106-E,107-E,109-9,109-E,251-BL,251-E,285-E,290-%,290-E,291-&,291-E,292-E,506-6,506-6A,509-9,6-6,6-6A,6-E,9-9,9-E"
"de:08222:2453"	"2453"	"Planetarium"	"OFPL"	"245312"	"D"	49.4765311	8.4897619	"94"	"Keine"	"106-6,106-E,107-E,109-9,109-E,251-BL,251-E,285-E,290-%,290-E,291-&,291-E,292-E,506-6,506-6A,509-9,6-6,6-6A,6-E,9-9,9-E"
"de:08222:2454"	"2454"	"Bäckerweg"	"KFBÄ"	"245412"	"B"	49.5049781	8.5063989	"84"	"Keine"	"45-45,50-50,53-53,53-E,64-64"
